Ranking,University,City,State,Region,Founded,Students_count,Staff_count,Setting,Latitude,Longitude,Air_quality
265,University of Missouri-St. Louis,St. Louis ,Missouri,Midwest,1963,24999,899,Urban,38.630276,-90.200309,1
266,University of North Florida,Jacksonville ,Florida,Southeast,1969,19999,699,Urban,30.325968,-81.65676,2
267,The University of Alabama in Huntsville,Huntsville ,Alabama,Southeast,1969,14999,599,Urban,34.729538,-86.585283,1
268,Ithaca College,Ithaca ,New York,Northeast,1892,7999,799,Suburban,42.422372,-76.461572,2
269,"Lehman College, CUNY",The Bronx ,New York,Northeast,1968,19999,1499,Urban,40.826153,-73.920265,2
270,Medical University of South Carolina,Charleston ,South Carolina,Southeast,1824,3999,1499,Urban,32.77647,-79.931027,1
271,"California State University, San Bernardino",San Bernardino ,California,West,1960,24999,999,Urban,34.108323,-117.29415,1
272,Oakland University,Rochester ,Michigan,Midwest,1957,24999,1499,Suburban,42.682057,-83.133822,3
273,Missouri State University,Springfield ,Missouri,Midwest,1905,29999,1499,Urban,37.215521,-93.292361,2
274,Harvey Mudd College,Claremont ,California,West,1955,999,199,Suburban,34.096606,-117.719315,1
275,Southern Illinois University Edwardsville,Edwardsville ,Illinois,Midwest,1957,19999,999,Suburban,38.811309,-89.955724,1
276,Loma Linda University,Loma Linda ,California,West,1905,5999,599,Suburban,34.048261,-117.261123,1
277,University of Southern Mississippi,Hattiesburg ,Mississippi,Southeast,1910,19999,799,Urban,31.326447,-89.289635,1
278,Ball State University,Muncie ,Indiana,Midwest,1918,29999,1499,Urban,40.193655,-85.386524,2
279,Sonoma State University,Rohnert Park ,California,West,1960,14999,599,Suburban,38.345984,-122.709959,1
280,Wichita State University,Wichita ,Kansas,Midwest,1895,19999,599,Urban,37.686024,-97.335571,2
281,Oberlin College,Oberlin ,Ohio,Midwest,1833,2999,399,Suburban,41.28887,-82.217507,2
282,College of Charleston,Charleston ,South Carolina,Southeast,1770,14999,999,Urban,32.77647,-79.931027,1
283,Missouri University of Science and Technology,Rolla ,Missouri,Midwest,1870,9999,599,Rural,37.951497,-91.772551,2
284,Towson University,Towson ,Maryland,Southeast,1866,29999,1999,Suburban,39.401814,-76.602736,2
285,Eastern Michigan University,Ypsilanti ,Michigan,Midwest,1849,24999,799,Urban,42.239806,-83.614543,2
286,Bowdoin College,Brunswick ,Maine,Northeast,1794,1999,299,Suburban,43.916679,-69.96599,2
287,Suffolk University,Boston ,Massachusetts,Northeast,1906,8999,699,Urban,42.358894,-71.056742,2
288,University of St. Thomas,Saint Paul ,Minnesota,Midwest,1885,14999,899,Urban,44.943719,-93.094281,1
289,University of Texas Southwestern Medical Center,Dallas ,Texas,Southwest,1943,2999,2499,Urban,32.777977,-96.796215,1
290,University of Massachusetts Medical School,Worcester ,Massachusetts,Northeast,1962,1999,1499,Urban,42.262073,-71.802278,2
291,Kenyon College,Gambier ,Ohio,Midwest,1824,1999,299,Rural,40.375935,-82.395205,1
292,Marshall University,Huntington ,West Virginia,Southeast,1837,19999,1499,Urban,38.419051,-82.445205,2
293,Rhode Island School of Design,Providence ,Rhode Island,Northeast,1877,2999,499,Urban,41.824461,-71.412747,2
294,Idaho State University,Pocatello ,Idaho,West,1901,19999,699,Urban,42.866617,-112.443496,1
295,Eastern Kentucky University,Richmond ,Kentucky,Southeast,1906,19999,1499,Rural,37.747764,-84.29509,2
296,Florida Institute of Technology,Melbourne ,Florida,Southeast,1958,7999,399,Urban,28.079931,-80.603516,2
297,Ferris State University,Big Rapids ,Michigan,Midwest,1884,19999,799,Rural,43.702205,-85.48398,2
298,"California State University, Fresno",Fresno ,California,West,1911,29999,1499,Urban,36.731654,-119.785856,1
299,"University of California, Merced",Merced ,California,West,2005,9999,499,Suburban,37.306968,-120.481971,1
300,Lamar University,Beaumont ,Texas,Southwest,1923,19999,699,Urban,30.08617,-94.102012,1
301,Sam Houston State University,Huntsville ,Texas,Southwest,1879,24999,1499,Rural,30.720391,-95.551435,1
302,University of North Carolina Wilmington,Wilmington ,North Carolina,Southeast,1947,19999,1499,Urban,34.2367,-77.946197,1
303,Earlham College,Richmond ,Indiana,Midwest,1847,1999,199,Rural,39.827286,-84.890357,2
304,The University of Texas Health Science Center at San Antonio,San Antonio ,Texas,Southwest,1959,3999,1999,Urban,29.425173,-98.494599,1
305,University of Baltimore,Baltimore ,Maryland,Southeast,1925,6999,499,Urban,39.290443,-76.612333,2
306,Fashion Institute of Technology,New York City ,New York,Northeast,1944,14999,299,Urban,40.713054,-74.007228,2
307,East Tennessee State University,Johnson City ,Tennessee,Southeast,1911,19999,1499,Urban,36.320614,-82.342538,2
308,Pomona College,Claremont ,California,West,1887,1999,299,Suburban,34.096606,-117.719315,1
309,Gallaudet University,Washington ,District of Columbia,Northeast,1864,1999,199,Urban,38.892062,-77.019912,2
310,Duquesne University,Pittsburgh ,Pennsylvania,Northeast,1878,14999,999,Urban,40.442169,-79.994945,2
311,University of Wisconsin-Eau Claire,Eau Claire ,Wisconsin,Midwest,1916,14999,599,Urban,44.812135,-91.49917,1
312,The Evergreen State College,Olympia ,Washington,West,1967,4999,299,Suburban,47.035534,-122.900827,1
313,Seattle University,Seattle ,Washington,West,1891,8999,799,Urban,47.603229,-122.33028,2
314,University of Colorado Colorado Springs,Colorado Springs ,Colorado,West,1965,19999,899,Urban,38.835224,-104.819798,2
315,Bentley University,Waltham ,Massachusetts,Northeast,1917,5999,499,Suburban,42.376228,-71.237058,2
316,Washington and Lee University,Lexington ,Virginia,Southeast,1749,2999,399,Rural,37.780936,-79.446556,2
317,Weber State University,Ogden ,Utah,West,1889,39999,599,Urban,41.222761,-111.970419,1
318,Rowan University,Glassboro ,New Jersey,Northeast,1923,24999,2499,Suburban,39.702773,-75.111957,2
319,"Minnesota State University, Mankato",Mankato ,Minnesota,Midwest,1868,19999,899,Urban,44.166117,-94.005587,1
320,Dickinson College,Carlisle ,Pennsylvania,Northeast,1773,2999,299,Urban,40.201476,-77.189095,2
321,Biola University,La Mirada ,California,West,1908,6999,299,Suburban,33.908859,-118.011725,5
322,Western Illinois University,Macomb ,Illinois,Midwest,1899,14999,599,Rural,40.459931,-90.671696,2
323,Valencia College,Orlando ,Florida,Southeast,1967,45000,2499,Urban,28.538331,-81.378879,2
324,University of Wisconsin-Stevens Point,Stevens Point ,Wisconsin,Midwest,1894,9999,499,Rural,44.523544,-89.569496,1
325,Davidson College,Davidson ,North Carolina,Southeast,1837,1999,299,Suburban,35.49925,-80.848485,2
326,Reed College,Portland ,Oregon,West,1908,1999,199,Urban,45.516018,-122.681425,1
327,The University of Texas Health Science Center at Houston,Houston ,Texas,Southwest,1972,6999,2499,Urban,29.760803,-95.369506,1
328,Webster University,St. Louis ,Missouri,Midwest,1915,19999,199,Suburban,38.630276,-90.200309,1
329,Georgia Southern University,Statesboro ,Georgia,Southeast,1906,34999,1999,Rural,32.44877,-81.777753,2
330,Hanover College,Hanover ,Indiana,Midwest,1827,1999,99,Rural,38.716008,-85.473757,2
331,School of Visual Arts,New York City ,New York,Northeast,1947,4999,1499,Urban,40.713054,-74.007228,2
332,Barnard College,New York City ,New York,Northeast,1889,2999,399,Urban,40.713054,-74.007228,2
333,University of Illinois at Springfield,Springfield ,Illinois,Midwest,1969,5999,399,Urban,39.79936,-89.643624,2
334,The Rockefeller University,New York City ,New York,Northeast,1901,250,99,Urban,40.713054,-74.007228,2
335,University of South Dakota,Vermillion ,South Dakota,Midwest,1862,14999,699,Rural,42.787576,-96.926779,2
336,The University of Tulsa,Tulsa ,Oklahoma,Southwest,1894,4999,499,Urban,36.155327,-95.992083,2
337,"California State University, Los Angeles",Los Angeles ,California,West,1947,34999,1999,Urban,34.052238,-118.243344,2
338,The University of Texas Medical Branch at Galveston,Galveston ,Texas,Southwest,1891,4999,799,Suburban,29.300128,-94.795846,2
339,University of Massachusetts Dartmouth,North Dartmouth ,Massachusetts,Northeast,1895,9999,699,Suburban,41.638901,-70.970802,2
340,Central Connecticut State University,New Britain ,Connecticut,Northeast,1849,14999,1499,Suburban,41.667528,-72.783437,2
341,Simmons University,Boston ,Massachusetts,Northeast,1899,8999,1999,Urban,42.358894,-71.056742,2
342,DeVry University,Chicago ,Illinois,Midwest,1931,29999,1499,Urban,41.883229,-87.632398,2
343,Lock Haven University,Lock Haven ,Pennsylvania,Northeast,1870,4999,299,Suburban,41.133509,-77.456293,2
344,Stetson University,DeLand ,Florida,Southeast,1883,4999,499,Suburban,29.028093,-81.29927,2
345,Trinity College,Hartford ,Connecticut,Northeast,1823,2999,399,Urban,41.765775,-72.673356,2
346,Bates College,Lewiston ,Maine,Northeast,1855,1999,299,Urban,44.100658,-70.214978,2
347,Fairleigh Dickinson University,Teaneck ,New Jersey,Northeast,1942,9999,699,Suburban,40.88482,-74.006556,2
348,College of the Holy Cross,Worcester ,Massachusetts,Northeast,1843,2999,399,Urban,42.262073,-71.802278,2
349,Radford University,Radford ,Virginia,Southeast,1910,14999,699,Urban,37.14008,-80.562315,1
350,Miami Dade College,Miami ,Florida,Southeast,1960,45000,3999,Urban,25.775084,-80.194702,2
351,University of Nebraska Medical Center,Omaha ,Nebraska,Midwest,1869,4999,1999,Urban,41.258652,-95.937195,1
352,Hobart and William Smith Colleges,Geneva ,New York,Northeast,1822,2999,299,Suburban,42.867972,-76.985573,2
353,United States Naval Academy,Annapolis ,Maryland,Southeast,1845,4999,399,Suburban,38.97829,-76.495683,2
354,University of Texas Rio Grande Valley,Edinburg ,Texas,Southwest,2013,34999,1499,Urban,26.299359,-98.162704,2
355,Colgate University,Hamilton ,New York,Northeast,1819,3999,499,Rural,42.826892,-75.544286,2
356,Northern Michigan University,Marquette ,Michigan,Midwest,1899,9999,499,Rural,46.54391,-87.397554,2
357,California State University San Marcos,San Marcos ,California,West,1989,19999,899,Suburban,33.141383,-117.160845,2
358,New Mexico Institute of Mining and Technology,Socorro ,New Mexico,Southwest,1889,2999,299,Rural,34.048456,-106.893444,2
359,Clarkson University,Potsdam ,New York,Northeast,1896,4999,399,Suburban,44.668662,-74.984933,2
360,St. John's University,Queens ,New York,Northeast,1870,24999,1999,Urban,40.759776,-73.817302,2
361,Wheaton College,Wheaton ,Illinois,Midwest,1860,3999,399,Suburban,41.866128,-88.106633,2
362,Eastern Illinois University,Charleston ,Illinois,Midwest,1895,8999,599,Rural,39.494272,-88.177555,2
363,Furman University,Greenville ,South Carolina,Southeast,1826,3999,399,Suburban,34.850746,-82.398964,2
364,Indiana University of Pennsylvania,Indiana ,Pennsylvania,Northeast,1875,14999,999,Rural,40.622982,-79.156034,2
365,Maharishi International University,Fairfield ,Iowa,Midwest,1971,2999,199,Rural,41.006634,-91.965049,2
366,Pratt Institute,Brooklyn ,New York,Northeast,1887,5999,1499,Urban,40.692529,-73.990996,2
367,Macalester College,Saint Paul ,Minnesota,Midwest,1874,2999,299,Urban,44.943719,-93.094281,1
368,Utah Valley University,Orem ,Utah,West,1941,45000,1999,Urban,40.295836,-111.694436,2
369,Gonzaga University,Spokane ,Washington,West,1887,8999,899,Urban,47.658999,-117.425022,1
370,Florida Gulf Coast University,Fort Myers ,Florida,Southeast,1991,19999,899,Suburban,26.614149,-81.825769,2
371,University of Arkansas at Little Rock,Little Rock ,Arkansas,Southeast,1927,14999,499,Urban,34.748745,-92.275105,1
372,Eastern Washington University,Cheney ,Washington,West,1882,19999,699,Suburban,47.495512,-117.575534,1
373,Maryville University,St. Louis ,Missouri,Midwest,1872,14999,899,Suburban,38.630276,-90.200309,1
374,"California State University, Dominguez Hills",Carson ,California,West,1960,19999,999,Urban,33.83159,-118.263583,5
375,University of the Pacific,Stockton ,California,West,1851,6999,999,Urban,37.957541,-121.292451,2
376,Medical College of Wisconsin,Milwaukee ,Wisconsin,Midwest,1893,1999,2499,Suburban,43.041072,-87.909421,3
377,University of Wisconsin-Green Bay,Green Bay ,Wisconsin,Midwest,1965,8999,399,Urban,44.513288,-88.013256,1
378,St. Olaf College,Northfield ,Minnesota,Midwest,1874,3999,399,Suburban,44.475627,-93.193244,1
379,Stevens Institute of Technology,Hoboken ,New Jersey,Northeast,1870,8999,399,Suburban,40.743464,-74.029065,2
380,College of Saint Benedict/Saint John's University,St. Joseph ,Minnesota,Midwest,1913,2999,399,Suburban,45.56477,-94.317889,2
381,ArtCenter College of Design,Pasadena ,California,West,1930,2999,499,Suburban,34.14955,-118.141452,2
382,Colorado School of Mines,Golden ,Colorado,West,1873,6999,499,Suburban,39.749672,-105.216019,2
383,The Culinary Institute of America,Hyde Park ,New York,Northeast,1946,4999,199,Suburban,41.791474,-73.936283,2
384,Indiana State University,Terre Haute ,Indiana,Midwest,1865,19999,799,Urban,39.466479,-87.414045,2
385,West Chester University of Pennsylvania,West Chester ,Pennsylvania,Northeast,1871,19999,1499,Suburban,39.960481,-75.605214,2
386,Gettysburg College,Gettysburg ,Pennsylvania,Northeast,1832,2999,399,Urban,39.830906,-77.233328,2
387,Georgetown College,Georgetown ,Kentucky,Southeast,1789,2999,199,Suburban,38.209947,-84.559769,2
388,Western Carolina University,Cullowhee ,North Carolina,Southeast,1889,14999,899,Rural,35.307393,-83.188036,2
389,State University of New York at Oswego,Oswego ,New York,Northeast,1861,14999,599,Suburban,43.457605,-76.507694,2
390,Emerson College,Boston ,Massachusetts,Northeast,1880,4999,499,Urban,42.358894,-71.056742,2
391,Hillsdale College,Hillsdale ,Michigan,Midwest,1844,1999,199,Rural,41.919964,-84.630676,2
392,Haverford College,Haverford ,Pennsylvania,Northeast,1833,1999,199,Suburban,40.007272,-75.317628,2
393,Hamilton College,Clinton ,New York,Northeast,1812,2999,299,Suburban,43.0486,-75.377987,2
394,University of Wisconsin-Oshkosh,Oshkosh ,Wisconsin,Midwest,1871,19999,799,Urban,44.020796,-88.540014,1
395,Skidmore College,Saratoga Springs ,New York,Northeast,1911,2999,399,Suburban,43.083233,-73.78477,2
396,Augusta University,Augusta ,Georgia,Southeast,2013,9999,1999,Urban,33.472494,-81.964397,2
397,DePauw University,Greencastle ,Indiana,Midwest,1837,2999,299,Rural,39.644033,-86.864449,2
398,"California State University, Stanislaus",Turlock ,California,West,1960,14999,699,Suburban,37.492749,-120.848984,3
399,Northern Kentucky University,Highland Heights ,Kentucky,Southeast,1968,19999,699,Suburban,39.033722,-84.453259,2
400,University of Hawaii-West Oahu,Kapolei ,Hawaii,Northeast,1976,4999,299,Suburban,21.334722,-158.080833,1
401,Central Washington University,Ellensburg ,Washington,West,1891,19999,799,Rural,46.999606,-120.548818,1
402,Texas A&M University-Corpus Christi,Corpus Christi ,Texas,Southwest,1947,14999,699,Urban,27.796416,-97.404131,2
403,Drew University,Madison ,New Jersey,Northeast,1928,2999,299,Suburban,40.758748,-74.414988,2
404,Grinnell College,Grinnell ,Iowa,Midwest,1846,1999,299,Rural,41.743267,-92.727362,2
405,SUNY College of Environmental Science and Forestry,Syracuse ,New York,Northeast,1911,2999,199,Urban,43.047945,-76.147448,2
406,North Carolina Agricultural and Technical State University,Greensboro ,North Carolina,Southeast,1891,14999,899,Urban,36.072701,-79.793899,1
407,Rider University,Lawrenceville ,New Jersey,Northeast,1865,5999,599,Suburban,40.283199,-74.731772,2
408,Drake University,Des Moines ,Iowa,Midwest,1881,5999,599,Urban,41.588822,-93.620309,2
409,The Juilliard School,New York City ,New York,Northeast,1905,999,399,Urban,40.713054,-74.007228,2
410,Loyola University New Orleans,New Orleans ,Louisiana,Southeast,1912,4999,499,Suburban,29.950621,-90.074948,1
411,University of Northern Colorado,Greeley ,Colorado,West,1889,19999,899,Urban,40.422554,-104.694445,2
412,Colorado College,Colorado Springs ,Colorado,West,1874,2999,299,Urban,38.835224,-104.819798,2
413,Fairfield University,Fairfield ,Connecticut,Northeast,1942,5999,399,Suburban,41.143322,-73.249812,2
414,Loyola University Maryland,Baltimore ,Maryland,Southeast,1852,6999,399,Urban,39.290443,-76.612333,2
415,St. Cloud State University,St. Cloud ,Minnesota,Midwest,1869,19999,799,Urban,45.569048,-94.115542,2
416,Union College,Schenectady ,New York,Northeast,1795,2999,299,Urban,42.814219,-73.944103,2
417,Lafayette College,Easton ,Pennsylvania,Northeast,1826,2999,399,Suburban,40.689353,-75.216698,2
418,Connecticut College,New London ,Connecticut,Northeast,1911,1999,299,Urban,41.355167,-72.099561,2
419,University of Wisconsin-La Crosse,La Crosse ,Wisconsin,Midwest,1909,14999,599,Urban,43.808767,-91.25186,1
420,Lewis & Clark College,Portland ,Oregon,West,1867,3999,499,Urban,45.516018,-122.681425,1
421,Bradley University,Peoria ,Illinois,Midwest,1897,6999,599,Suburban,40.694592,-89.590362,2
422,"California State University, East Bay",Hayward ,California,West,1957,19999,899,Urban,37.672111,-122.083963,2
423,Tennessee Tech University,Cookeville ,Tennessee,Southeast,1915,14999,499,Suburban,36.156589,-85.501014,2
424,Strayer University,Washington ,District of Columbia,Northeast,1892,1999,50,Urban,38.892062,-77.019912,2
425,Hope College,Holland ,Michigan,Midwest,1866,3999,499,Suburban,42.751561,-86.096297,2
426,Shippensburg University of Pennsylvania,Shippensburg ,Pennsylvania,Northeast,1871,7999,499,Suburban,40.050604,-77.520602,2
